"face_id","college_name","session_number","zone","emotion","confidence","created_at","position.x1","position.y1","position.x2","position.y2","position.center_x","position.center_y","pose.pitch","pose.yaw","pose.roll","pose.confidence"
face_IITDelhi_2_66,IIT Delhi,2,left,neutral,0.86,2024-12-29 11:08:00,114,287,217,424,165,355,-0.28,20.95,-6.1,0.96
face_IITDelhi_2_67,IIT Delhi,2,right,neutral,0.9,2024-12-29 11:37:00,529,267,641,400,585,333,11.36,-22.01,-2.06,0.9
face_IITDelhi_2_68,IIT Delhi,2,center,surprise,0.86,2024-12-29 12:15:00,618,237,731,396,674,316,13.45,33.48,-3.28,0.99
face_IITDelhi_2_69,IIT Delhi,2,center,happy,0.93,2024-12-29 11:43:00,704,199,843,349,773,274,3.47,4.74,-1.63,0.91
face_IITDelhi_2_70,IIT Delhi,2,right,sad,0.96,2024-12-29 11:23:00,750,102,871,246,810,174,-7.99,-18.82,8.89,0.97
face_IITDelhi_2_71,IIT Delhi,2,right,neutral,0.97,2024-12-29 11:36:00,567,262,701,426,634,344,16.34,-23.28,3.16,0.95
face_IITDelhi_2_72,IIT Delhi,2,left,neutral,0.88,2024-12-29 11:41:00,158,211,274,383,216,297,4.14,13.65,0.89,0.97
face_IITDelhi_2_73,IIT Delhi,2,center,sad,0.98,2024-12-29 11:42:00,749,195,875,350,812,272,23.36,41.84,-2.23,0.98
face_IITDelhi_2_74,IIT Delhi,2,center,happy,0.9,2024-12-29 11:04:00,183,254,314,425,248,339,4.14,-25.22,6.71,0.98
face_IITDelhi_2_75,IIT Delhi,2,right,neutral,0.98,2024-12-29 11:01:00,623,265,749,416,686,340,5.99,-21.46,5.14,0.94
face_IITDelhi_2_76,IIT Delhi,2,center,neutral,0.86,2024-12-29 11:34:00,120,330,237,471,178,400,11.34,-6.73,3.81,0.96
face_IITDelhi_2_77,IIT Delhi,2,center,happy,0.94,2024-12-29 12:11:00,397,244,526,386,461,315,-4.79,-15.77,11.1,0.92
face_IITDelhi_2_78,IIT Delhi,2,left,neutral,0.98,2024-12-29 11:02:00,657,277,803,447,730,362,-13.05,-24.5,-5.84,0.93
face_IITDelhi_2_79,IIT Delhi,2,center,neutral,0.96,2024-12-29 11:56:00,527,111,676,274,601,192,-11.49,-3.01,2.11,0.96
face_IITDelhi_2_80,IIT Delhi,2,center,happy,0.98,2024-12-29 11:47:00,466,121,593,290,529,205,-0.34,-32.7,3.64,0.97
face_IITDelhi_2_81,IIT Delhi,2,right,happy,0.94,2024-12-29 11:15:00,287,182,396,344,341,263,8.63,19.9,5.22,0.91
face_IITDelhi_2_82,IIT Delhi,2,left,sad,0.86,2024-12-29 12:03:00,243,253,359,383,301,318,-7.51,-11.07,0.94,0.98
face_IITDelhi_2_83,IIT Delhi,2,center,surprise,0.9,2024-12-29 11:34:00,659,154,785,275,722,214,20.37,4.04,6.16,0.91
face_IITDelhi_2_84,IIT Delhi,2,center,surprise,0.88,2024-12-29 11:46:00,311,138,425,280,368,209,18.41,-5.91,2.43,0.99
face_IITDelhi_2_85,IIT Delhi,2,left,surprise,0.89,2024-12-29 11:55:00,126,284,245,405,185,344,-1.38,21.23,-7.95,0.96
face_IITDelhi_2_86,IIT Delhi,2,left,neutral,0.86,2024-12-29 12:07:00,335,297,478,458,406,377,1.96,3.18,1.3,1
face_IITDelhi_2_87,IIT Delhi,2,center,neutral,0.91,2024-12-29 11:04:00,302,293,445,461,373,377,-9.1,-1.97,-1.37,0.99
face_IITDelhi_2_88,IIT Delhi,2,center,happy,0.98,2024-12-29 10:52:00,461,228,586,394,523,311,-9.91,-16.01,-2.42,0.95
face_IITDelhi_2_89,IIT Delhi,2,right,surprise,0.86,2024-12-29 11:31:00,119,238,236,399,177,318,0.7,7.3,1.81,0.98
face_IITDelhi_2_90,IIT Delhi,2,left,neutral,0.89,2024-12-29 11:33:00,188,355,309,505,248,430,14.62,5.04,3.08,0.99
face_IITDelhi_2_91,IIT Delhi,2,center,neutral,0.93,2024-12-29 11:36:00,778,399,880,561,829,480,-5.33,-4.45,-1.32,0.9
face_IITDelhi_2_92,IIT Delhi,2,center,neutral,0.94,2024-12-29 12:00:00,161,329,263,482,212,405,-6.26,6.25,-0.5,0.91
face_IITDelhi_2_93,IIT Delhi,2,center,neutral,0.93,2024-12-29 11:35:00,582,381,690,554,636,467,6.98,-4.82,7.31,0.97
face_IITDelhi_2_94,IIT Delhi,2,center,neutral,0.9,2024-12-29 10:51:00,594,242,717,391,655,316,16.77,7.03,8.25,0.93
face_IITDelhi_2_95,IIT Delhi,2,right,neutral,0.93,2024-12-29 11:53:00,359,152,477,319,418,235,25.04,19.42,1.24,0.99
face_IITDelhi_2_96,IIT Delhi,2,right,happy,0.93,2024-12-29 12:00:00,486,350,626,480,556,415,22.72,-7.12,2.98,0.95
face_IITDelhi_2_97,IIT Delhi,2,right,neutral,0.98,2024-12-29 11:51:00,165,223,265,380,215,301,27.09,-6.75,3.5,0.92
face_IITDelhi_2_98,IIT Delhi,2,center,happy,0.88,2024-12-29 11:11:00,320,284,463,417,391,350,-5.84,-8.49,-0.65,0.96
face_IITDelhi_2_99,IIT Delhi,2,center,neutral,0.95,2024-12-29 12:03:00,583,151,721,326,652,238,10.17,-9.24,2.57,0.97
face_IITDelhi_2_100,IIT Delhi,2,left,surprise,0.97,2024-12-29 10:49:00,223,136,358,278,290,207,14.82,10.25,-3.28,0.99
face_IITDelhi_2_101,IIT Delhi,2,right,neutral,0.92,2024-12-29 11:13:00,116,377,261,516,188,446,7.42,-36.84,-0.18,0.98
face_IITDelhi_2_102,IIT Delhi,2,left,neutral,0.86,2024-12-29 11:34:00,381,273,503,402,442,337,16.02,14.97,-4.61,0.93
face_IITDelhi_2_103,IIT Delhi,2,right,surprise,0.98,2024-12-29 12:03:00,453,264,569,428,511,346,17.94,8.86,-3.78,0.98
face_IITDelhi_2_104,IIT Delhi,2,left,happy,0.92,2024-12-29 11:51:00,661,203,787,350,724,276,2.72,7.96,4.18,0.98
face_IITDelhi_2_105,IIT Delhi,2,left,happy,0.89,2024-12-29 12:10:00,638,144,774,297,706,220,5.33,-3.07,-4.9,0.94
face_IITDelhi_2_106,IIT Delhi,2,center,angry,0.91,2024-12-29 11:41:00,796,250,932,409,864,329,6.5,27.65,3.09,0.9
face_IITDelhi_2_107,IIT Delhi,2,center,neutral,0.94,2024-12-29 10:48:00,568,281,708,446,638,363,4.58,-7.67,4.25,1
face_IITDelhi_2_108,IIT Delhi,2,center,disgust,0.89,2024-12-29 11:42:00,487,140,606,316,546,228,21.48,8.03,6.78,1
face_IITDelhi_2_109,IIT Delhi,2,center,neutral,0.86,2024-12-29 11:59:00,694,127,809,256,751,191,12.77,18,0.47,0.92
face_IITDelhi_2_110,IIT Delhi,2,center,surprise,0.88,2024-12-29 10:49:00,178,271,326,413,252,342,-1.22,-21.49,9.41,0.96
face_IITDelhi_2_111,IIT Delhi,2,right,neutral,0.94,2024-12-29 11:34:00,248,266,386,419,317,342,2.68,1.52,-1.52,1
face_IITDelhi_2_112,IIT Delhi,2,left,sad,0.96,2024-12-29 12:01:00,604,138,744,264,674,201,10.45,-2.04,0.68,0.99
face_IITDelhi_2_113,IIT Delhi,2,left,sad,0.99,2024-12-29 11:33:00,567,367,696,521,631,444,8.34,8.45,-0.99,0.97
face_IITDelhi_2_114,IIT Delhi,2,center,sad,0.96,2024-12-29 11:23:00,290,382,395,526,342,454,13.61,-0.55,-3.11,0.9
face_IITDelhi_2_115,IIT Delhi,2,center,happy,0.99,2024-12-29 10:47:00,171,123,289,257,230,190,-9.98,8.04,-4.81,0.97
face_IITDelhi_3_1,IIT Delhi,3,left,neutral,0.88,2024-12-29 12:54:00,455,212,571,371,513,291,1.16,1.6,3.06,0.96
face_IITDelhi_3_2,IIT Delhi,3,right,sad,0.95,2024-12-29 12:40:00,359,295,477,420,418,357,15.64,-27.21,-6.2,0.95
face_IITDelhi_3_3,IIT Delhi,3,left,neutral,0.95,2024-12-29 13:38:00,538,130,648,296,593,213,-2.26,5.19,11.38,1
face_IITDelhi_3_4,IIT Delhi,3,right,surprise,0.87,2024-12-29 13:00:00,675,297,805,444,740,370,-3.19,12.23,-1.88,0.96
face_IITDelhi_3_5,IIT Delhi,3,center,neutral,0.92,2024-12-29 12:50:00,239,147,348,287,293,217,10.79,-0.96,3.54,0.94
face_IITDelhi_3_6,IIT Delhi,3,right,happy,0.93,2024-12-29 13:10:00,525,139,639,268,582,203,3.11,-14.54,-2.95,0.91
face_IITDelhi_3_7,IIT Delhi,3,right,neutral,0.97,2024-12-29 12:44:00,327,147,453,308,390,227,5.67,12.99,-7.78,0.97
face_IITDelhi_3_8,IIT Delhi,3,center,sad,0.93,2024-12-29 13:51:00,650,206,785,345,717,275,7.47,-5.84,-8.01,0.98
face_IITDelhi_3_9,IIT Delhi,3,right,surprise,0.91,2024-12-29 13:48:00,580,337,698,499,639,418,13.86,-12.11,-5.11,0.9
face_IITDelhi_3_10,IIT Delhi,3,right,sad,0.97,2024-12-29 13:19:00,535,192,659,357,597,274,20.26,9.34,-2.03,0.95
face_IITDelhi_3_11,IIT Delhi,3,left,angry,0.85,2024-12-29 13:04:00,522,284,631,430,576,357,7.75,-42.26,-3.03,0.92
face_IITDelhi_3_12,IIT Delhi,3,right,neutral,0.95,2024-12-29 13:40:00,331,185,439,353,385,269,15.25,1.6,-6.45,0.97
face_IITDelhi_3_13,IIT Delhi,3,left,happy,0.87,2024-12-29 13:20:00,161,133,302,304,231,218,0.36,18.13,0.16,0.96
face_IITDelhi_3_14,IIT Delhi,3,center,neutral,0.89,2024-12-29 13:29:00,492,386,592,550,542,468,6.22,5.3,0.99,0.91
face_IITDelhi_3_15,IIT Delhi,3,right,neutral,0.97,2024-12-29 14:00:00,471,272,571,426,521,349,1.85,-7.65,-1.91,0.94
face_IITDelhi_3_16,IIT Delhi,3,left,neutral,0.9,2024-12-29 12:53:00,109,257,220,393,164,325,7.18,-4.54,-0.2,0.99
face_IITDelhi_3_17,IIT Delhi,3,center,sad,0.98,2024-12-29 12:39:00,780,305,914,464,847,384,3.85,6.73,3.31,0.97
face_IITDelhi_3_18,IIT Delhi,3,left,angry,0.87,2024-12-29 13:58:00,345,263,492,385,418,324,22.05,-23.27,2.58,0.96
face_IITDelhi_3_19,IIT Delhi,3,center,neutral,0.94,2024-12-29 12:39:00,713,116,858,262,785,189,-7.09,-3.07,-10.55,0.92
face_IITDelhi_3_20,IIT Delhi,3,left,sad,0.85,2024-12-29 13:29:00,530,317,651,453,590,385,5.41,-1.22,-0.69,0.94
face_IITDelhi_3_21,IIT Delhi,3,center,neutral,0.85,2024-12-29 12:55:00,189,206,293,365,241,285,4.3,18.57,-2.73,0.98
face_IITDelhi_3_22,IIT Delhi,3,right,neutral,0.95,2024-12-29 12:49:00,192,180,295,332,243,256,-1.13,-13.44,-4.21,0.97
face_IITDelhi_3_23,IIT Delhi,3,left,surprise,0.87,2024-12-29 12:48:00,156,202,289,363,222,282,-4.88,-23.17,0,0.92
face_IITDelhi_3_24,IIT Delhi,3,right,neutral,0.97,2024-12-29 13:12:00,383,126,497,299,440,212,1.03,21.52,4.57,0.99
face_IITDelhi_3_25,IIT Delhi,3,right,sad,0.93,2024-12-29 12:32:00,598,269,720,433,659,351,-0.72,12.75,-5.4,0.91
face_IITDelhi_3_26,IIT Delhi,3,center,neutral,0.89,2024-12-29 13:53:00,230,291,345,465,287,378,12.7,8.09,-4.07,0.94
face_IITDelhi_3_27,IIT Delhi,3,center,neutral,0.95,2024-12-29 13:47:00,473,230,596,364,534,297,28.48,-4.03,2.59,0.9
face_IITDelhi_3_28,IIT Delhi,3,center,neutral,0.98,2024-12-29 12:43:00,195,259,301,435,248,347,-6.39,9.48,-11.33,0.92
face_IITDelhi_3_29,IIT Delhi,3,left,sad,0.86,2024-12-29 13:02:00,365,266,494,408,429,337,6.49,10.36,-5.61,0.98
face_IITDelhi_3_30,IIT Delhi,3,left,neutral,1,2024-12-29 12:38:00,436,396,545,560,490,478,1.21,18.88,4.24,0.99
face_IITDelhi_3_31,IIT Delhi,3,center,neutral,0.97,2024-12-29 12:54:00,520,355,667,520,593,437,11.74,8,-2.66,0.94
face_IITDelhi_3_32,IIT Delhi,3,center,neutral,0.88,2024-12-29 13:11:00,639,152,760,330,699,241,8.15,1.46,6.83,0.9
face_IITDelhi_3_33,IIT Delhi,3,left,happy,0.9,2024-12-29 13:35:00,629,326,743,460,686,393,23.69,-41.01,1.7,0.98
face_IITDelhi_3_34,IIT Delhi,3,center,surprise,0.88,2024-12-29 12:40:00,528,166,634,299,581,232,2.91,22.39,-1.42,0.97
face_IITDelhi_3_35,IIT Delhi,3,left,sad,0.98,2024-12-29 13:06:00,634,262,746,415,690,338,-3.88,1.43,-1.03,0.97
face_IITDelhi_3_36,IIT Delhi,3,center,surprise,0.98,2024-12-29 12:39:00,281,364,415,484,348,424,12.61,-5.37,-4.87,0.92
face_IITDelhi_3_37,IIT Delhi,3,center,surprise,0.87,2024-12-29 12:51:00,502,215,628,364,565,289,21.33,18.93,0.28,0.94
face_IITDelhi_3_38,IIT Delhi,3,left,neutral,0.89,2024-12-29 13:22:00,676,113,783,256,729,184,14.64,-20.79,-3,0.91
face_IITDelhi_3_39,IIT Delhi,3,right,neutral,0.96,2024-12-29 13:18:00,590,238,696,359,643,298,16.26,7.1,2.28,0.94
face_IITDelhi_3_40,IIT Delhi,3,center,happy,0.99,2024-12-29 12:46:00,300,133,410,297,355,215,14.24,6.3,2.49,0.99
face_IITDelhi_3_41,IIT Delhi,3,center,happy,0.96,2024-12-29 12:30:00,731,253,855,375,793,314,11.57,-22.33,3.2,0.99
face_IITDelhi_3_42,IIT Delhi,3,center,neutral,0.94,2024-12-29 13:55:00,232,376,332,511,282,443,26.08,-6.68,-3.85,0.9
face_IITDelhi_3_43,IIT Delhi,3,right,angry,0.86,2024-12-29 13:01:00,261,387,386,528,323,457,12.96,3.51,3.57,0.91
face_IITDelhi_3_44,IIT Delhi,3,left,neutral,0.87,2024-12-29 13:01:00,421,376,523,544,472,460,7.25,2.34,8.95,1
face_IITDelhi_3_45,IIT Delhi,3,center,sad,0.9,2024-12-29 13:04:00,247,151,363,293,305,222,17.23,-31.81,14.57,0.97
face_IITDelhi_3_46,IIT Delhi,3,left,happy,0.89,2024-12-29 13:21:00,125,164,266,310,195,237,-2.6,4.81,-6.51,0.92
face_IITDelhi_3_47,IIT Delhi,3,right,surprise,0.95,2024-12-29 12:55:00,654,395,793,571,723,483,17.69,7.2,-0.98,0.95
face_IITDelhi_3_48,IIT Delhi,3,center,neutral,0.93,2024-12-29 13:07:00,703,285,833,436,768,360,-12.43,-24.34,-1.2,0.9
face_IITDelhi_3_49,IIT Delhi,3,right,fear,0.96,2024-12-29 12:56:00,315,225,419,404,367,314,-4.51,17.77,-2.42,0.9
face_IITDelhi_3_50,IIT Delhi,3,center,neutral,1,2024-12-29 13:38:00,312,378,450,520,381,449,-1.6,4.74,2.03,0.9
face_IITDelhi_3_51,IIT Delhi,3,left,surprise,0.95,2024-12-29 13:52:00,567,252,701,404,634,328,-17.43,-6.9,7.84,0.99
face_IITDelhi_3_52,IIT Delhi,3,center,sad,0.88,2024-12-29 13:10:00,348,145,457,308,402,226,5.35,11.67,4.3,0.97
face_IITDelhi_3_53,IIT Delhi,3,center,neutral,0.98,2024-12-29 12:35:00,154,178,254,318,204,248,-7.49,2.77,6.36,0.96
face_IITDelhi_3_54,IIT Delhi,3,center,surprise,0.87,2024-12-29 12:53:00,606,309,712,487,659,398,4.09,0.75,4.06,0.9
face_IITDelhi_3_55,IIT Delhi,3,right,neutral,0.96,2024-12-29 13:07:00,339,322,473,470,406,396,7.07,-7.86,4.18,0.94
face_IITDelhi_3_56,IIT Delhi,3,left,sad,0.87,2024-12-29 13:32:00,595,375,701,546,648,460,14.02,1.27,1.59,0.99
face_IITDelhi_3_57,IIT Delhi,3,center,neutral,0.86,2024-12-29 14:00:00,713,367,840,545,776,456,-6.04,13.96,3.58,0.99
face_IITDelhi_3_58,IIT Delhi,3,left,neutral,0.9,2024-12-29 12:50:00,674,115,809,265,741,190,9.47,-11.24,-1.38,0.91
face_IITDelhi_3_59,IIT Delhi,3,left,sad,0.86,2024-12-29 13:17:00,504,328,614,455,559,391,-0.96,-10.22,3.34,0.94
face_IITDelhi_3_60,IIT Delhi,3,right,happy,0.93,2024-12-29 13:06:00,184,297,296,427,240,362,9.36,-4.92,2.13,0.93
face_IITDelhi_3_61,IIT Delhi,3,right,neutral,0.88,2024-12-29 12:46:00,517,217,651,392,584,304,5.58,5.6,-1.02,0.95
face_IITDelhi_3_62,IIT Delhi,3,center,happy,0.93,2024-12-29 12:35:00,456,377,573,497,514,437,1.67,5.13,2.14,0.98
face_IITDelhi_3_63,IIT Delhi,3,right,happy,0.93,2024-12-29 13:39:00,572,139,679,264,625,201,8.51,-2.63,-6.82,0.98
face_IITDelhi_3_64,IIT Delhi,3,right,neutral,0.91,2024-12-29 13:09:00,167,385,291,562,229,473,12.49,15.28,0.65,0.96
face_IITDelhi_3_65,IIT Delhi,3,left,angry,0.87,2024-12-29 13:21:00,368,368,488,515,428,441,7.43,-5.44,7.76,0.96
face_IITDelhi_3_66,IIT Delhi,3,center,sad,0.96,2024-12-29 13:26:00,563,103,712,227,637,165,-4.59,9.34,4.14,1
face_IITDelhi_3_67,IIT Delhi,3,left,neutral,0.99,2024-12-29 13:11:00,458,237,594,399,526,318,18.94,-34.57,0.84,0.97
face_IITDelhi_3_68,IIT Delhi,3,center,sad,0.93,2024-12-29 13:58:00,377,321,480,486,428,403,-1.95,-1.94,1.6,0.97
face_IITDelhi_3_69,IIT Delhi,3,center,happy,0.92,2024-12-29 13:27:00,429,298,541,429,485,363,7.75,-4.88,-4.34,0.95
face_IITDelhi_3_70,IIT Delhi,3,left,sad,0.88,2024-12-29 12:44:00,259,232,386,369,322,300,-6.66,24.01,-8.17,0.99
face_IITDelhi_3_71,IIT Delhi,3,center,happy,0.97,2024-12-29 12:49:00,604,111,735,273,669,192,-2.04,-33.1,0.9,0.96
face_IITDelhi_3_72,IIT Delhi,3,right,surprise,0.9,2024-12-29 13:51:00,422,191,523,337,472,264,11.72,11.52,-0.34,0.92
face_IITDelhi_3_73,IIT Delhi,3,right,neutral,0.95,2024-12-29 12:35:00,446,199,568,366,507,282,20.2,-12.21,-4.22,0.92
face_IITDelhi_3_74,IIT Delhi,3,left,neutral,0.97,2024-12-29 13:28:00,620,180,746,329,683,254,3.06,-6.3,-2.46,0.95
face_IITDelhi_3_75,IIT Delhi,3,center,sad,0.93,2024-12-29 12:38:00,280,199,418,344,349,271,0.68,21.13,0.4,0.94
face_IITDelhi_3_76,IIT Delhi,3,center,neutral,0.95,2024-12-29 12:55:00,304,141,446,319,375,230,0.59,-13.62,-4.78,0.92
face_IITDelhi_3_77,IIT Delhi,3,center,happy,0.95,2024-12-29 13:19:00,395,349,505,494,450,421,11.02,-5.07,5.87,0.95
face_IITDelhi_3_78,IIT Delhi,3,center,neutral,0.95,2024-12-29 12:47:00,344,187,487,350,415,268,0.71,-2.31,1.44,1
face_IITDelhi_3_79,IIT Delhi,3,center,neutral,0.91,2024-12-29 13:28:00,633,152,780,286,706,219,1.33,-9.17,0.7,0.95
face_IITDelhi_3_80,IIT Delhi,3,center,happy,0.99,2024-12-29 13:48:00,275,232,391,369,333,300,-0.79,-36.03,0.11,0.98
face_IITDelhi_3_81,IIT Delhi,3,right,surprise,0.9,2024-12-29 13:27:00,588,387,702,563,645,475,22.34,-37.26,-2.5,0.96
face_IITDelhi_3_82,IIT Delhi,3,left,neutral,0.89,2024-12-29 13:38:00,785,108,885,246,835,177,-0.93,-1.56,-3.12,0.91
face_IITDelhi_3_83,IIT Delhi,3,right,neutral,0.98,2024-12-29 13:29:00,613,259,735,385,674,322,12.89,-14.91,1.87,1
face_IITDelhi_3_84,IIT Delhi,3,right,neutral,0.97,2024-12-29 12:58:00,721,382,865,520,793,451,-0.83,-26.86,1.16,0.96
face_IITDelhi_3_85,IIT Delhi,3,center,neutral,0.88,2024-12-29 13:12:00,759,210,860,347,809,278,13.1,18.26,12.57,0.91
face_IITDelhi_3_86,IIT Delhi,3,center,angry,0.87,2024-12-29 13:13:00,657,398,803,520,730,459,5.4,11.3,3.63,0.91
face_IITDelhi_3_87,IIT Delhi,3,right,neutral,0.89,2024-12-29 13:28:00,175,122,320,247,247,184,11.06,14.81,1.84,0.97
face_IITDelhi_3_88,IIT Delhi,3,center,neutral,0.88,2024-12-29 13:12:00,374,287,477,437,425,362,20.91,1.52,-5.06,0.94
face_IITDelhi_3_89,IIT Delhi,3,left,surprise,0.86,2024-12-29 13:58:00,316,113,456,286,386,199,2.32,13.03,2.49,0.96
face_IITDelhi_3_90,IIT Delhi,3,center,happy,0.98,2024-12-29 12:49:00,653,231,795,357,724,294,10.18,-10.15,2.45,0.94
face_IITDelhi_3_91,IIT Delhi,3,right,neutral,0.91,2024-12-29 13:05:00,549,374,698,520,623,447,27.08,15.5,-1.54,0.9
face_IITDelhi_3_92,IIT Delhi,3,center,surprise,0.97,2024-12-29 13:44:00,190,124,335,266,262,195,16.31,27.99,5.7,0.9
face_IITDelhi_3_93,IIT Delhi,3,right,neutral,0.91,2024-12-29 13:03:00,138,246,282,376,210,311,-5.3,-18.85,-0.71,0.92
face_IITDelhi_3_94,IIT Delhi,3,center,neutral,0.96,2024-12-29 12:44:00,156,338,296,466,226,402,21.48,23.86,0.62,0.95
face_IITDelhi_4_1,IIT Delhi,4,center,happy,0.94,2024-12-29 14:48:00,232,241,340,412,286,326,12.55,14.12,4.23,0.96
face_IITDelhi_4_2,IIT Delhi,4,center,happy,0.94,2024-12-29 15:02:00,391,200,508,349,449,274,5.77,4.6,6.78,0.95
face_IITDelhi_4_3,IIT Delhi,4,right,neutral,0.92,2024-12-29 15:03:00,790,116,930,285,860,200,-7.06,-4.44,3.4,0.99
face_IITDelhi_4_4,IIT Delhi,4,right,neutral,0.95,2024-12-29 15:18:00,736,115,870,282,803,198,15.1,-7.5,-5.63,0.96
face_IITDelhi_4_5,IIT Delhi,4,right,neutral,0.92,2024-12-29 15:24:00,703,335,804,488,753,411,1.43,-8.75,-4.8,0.97
face_IITDelhi_4_6,IIT Delhi,4,center,happy,0.88,2024-12-29 14:49:00,355,270,487,426,421,348,-0.81,-31.76,-0.18,0.96
face_IITDelhi_4_7,IIT Delhi,4,center,surprise,0.93,2024-12-29 14:25:00,787,395,929,560,858,477,7.62,4.33,1.57,0.92
face_IITDelhi_4_8,IIT Delhi,4,center,surprise,0.94,2024-12-29 14:22:00,580,233,717,405,648,319,13.9,-27.12,2.69,0.96
face_IITDelhi_4_9,IIT Delhi,4,left,happy,0.96,2024-12-29 15:22:00,325,371,469,547,397,459,11.85,1.63,-10.89,0.93
face_IITDelhi_4_10,IIT Delhi,4,left,neutral,0.97,2024-12-29 15:20:00,410,149,522,319,466,234,11.63,26.47,-0.4,0.97
face_IITDelhi_4_11,IIT Delhi,4,right,disgust,0.97,2024-12-29 14:40:00,291,182,437,341,364,261,-4.66,15.07,-1.55,0.95
face_IITDelhi_4_12,IIT Delhi,4,center,fear,0.94,2024-12-29 14:30:00,125,145,270,312,197,228,4.12,9.37,-3.9,0.96
face_IITDelhi_4_13,IIT Delhi,4,center,happy,0.99,2024-12-29 15:39:00,290,284,408,431,349,357,8.78,-16.34,-3.65,1
face_IITDelhi_4_14,IIT Delhi,4,center,surprise,0.86,2024-12-29 15:23:00,370,129,506,268,438,198,17.42,-0.68,0.65,0.95
face_IITDelhi_4_15,IIT Delhi,4,center,angry,0.92,2024-12-29 14:40:00,235,125,336,277,285,201,7.98,0.59,2.42,0.97
face_IITDelhi_4_16,IIT Delhi,4,center,sad,0.86,2024-12-29 15:24:00,434,111,569,246,501,178,2.87,3.62,-1.95,0.93
face_IITDelhi_4_17,IIT Delhi,4,center,fear,0.96,2024-12-29 15:12:00,586,294,709,424,647,359,9.42,7.25,4.84,0.96
face_IITDelhi_4_18,IIT Delhi,4,left,neutral,0.9,2024-12-29 14:51:00,676,299,813,467,744,383,-3.53,4.47,9.89,0.93
face_IITDelhi_4_19,IIT Delhi,4,right,surprise,0.95,2024-12-29 15:27:00,588,138,700,274,644,206,3.94,-22.75,-2.19,0.93
face_IITDelhi_4_20,IIT Delhi,4,center,angry,0.9,2024-12-29 14:24:00,154,145,283,278,218,211,8.65,8.61,-2.91,0.92
face_IITDelhi_4_21,IIT Delhi,4,right,neutral,0.88,2024-12-29 14:45:00,449,157,581,323,515,240,23.79,-1.59,-2.15,0.93
face_IITDelhi_4_22,IIT Delhi,4,left,neutral,0.97,2024-12-29 14:55:00,536,106,681,262,608,184,-14.9,0.27,2.88,0.94
face_IITDelhi_4_23,IIT Delhi,4,center,happy,0.9,2024-12-29 15:24:00,323,170,465,327,394,248,-2.23,9.36,0.14,0.99
face_IITDelhi_4_24,IIT Delhi,4,left,neutral,0.97,2024-12-29 15:14:00,159,259,261,379,210,319,-1.86,2.12,7.98,0.95
face_IITDelhi_4_25,IIT Delhi,4,center,neutral,0.88,2024-12-29 15:03:00,661,248,775,391,718,319,-10.6,-25.56,1.18,0.99
face_IITDelhi_4_26,IIT Delhi,4,left,neutral,0.9,2024-12-29 14:30:00,655,307,801,456,728,381,3.13,16.42,-0.58,0.99
face_IITDelhi_4_27,IIT Delhi,4,center,neutral,0.91,2024-12-29 15:44:00,564,238,675,387,619,312,-9.73,-2.23,2.63,0.94
face_IITDelhi_4_28,IIT Delhi,4,center,neutral,0.95,2024-12-29 14:28:00,385,297,485,461,435,379,6.8,-3.31,-8.18,1
face_IITDelhi_4_29,IIT Delhi,4,left,neutral,0.96,2024-12-29 15:32:00,761,153,900,287,830,220,-7.7,12.44,9.9,0.98
face_IITDelhi_4_30,IIT Delhi,4,right,neutral,0.85,2024-12-29 14:58:00,115,143,255,322,185,232,21.46,7.14,1.3,0.93
face_IITDelhi_4_31,IIT Delhi,4,center,neutral,0.94,2024-12-29 15:05:00,654,102,795,246,724,174,-7.66,-27.79,-7.91,0.99
face_IITDelhi_4_32,IIT Delhi,4,right,neutral,0.96,2024-12-29 14:19:00,528,142,629,288,578,215,-2.09,2.28,-8.54,0.96
face_IITDelhi_4_33,IIT Delhi,4,right,neutral,0.96,2024-12-29 14:25:00,339,172,447,296,393,234,13.72,-4.92,0.51,0.9
face_IITDelhi_4_34,IIT Delhi,4,center,neutral,0.99,2024-12-29 14:33:00,208,148,311,277,259,212,-7.18,1.13,-2.02,0.98
face_IITDelhi_4_35,IIT Delhi,4,center,neutral,0.97,2024-12-29 15:25:00,683,349,831,473,757,411,-8.67,0.6,5.41,0.93
face_IITDelhi_4_36,IIT Delhi,4,right,neutral,0.92,2024-12-29 15:28:00,195,131,344,255,269,193,13.54,-4.42,-0.96,0.92
face_IITDelhi_4_37,IIT Delhi,4,center,neutral,1,2024-12-29 14:29:00,708,114,812,277,760,195,20.78,22.17,-3.9,0.93
face_IITDelhi_4_38,IIT Delhi,4,right,surprise,0.92,2024-12-29 14:24:00,557,108,670,269,613,188,-7.94,-13.59,2.96,0.95
face_IITDelhi_4_39,IIT Delhi,4,left,neutral,0.97,2024-12-29 15:24:00,335,351,458,516,396,433,2.96,-4.75,-6.99,0.92
face_IITDelhi_4_40,IIT Delhi,4,left,neutral,0.98,2024-12-29 14:44:00,730,353,832,493,781,423,3.43,24.11,1.86,0.9
face_IITDelhi_4_41,IIT Delhi,4,center,neutral,0.96,2024-12-29 15:13:00,613,161,733,295,673,228,-7.19,-1.44,7.16,0.97
face_IITDelhi_4_42,IIT Delhi,4,left,neutral,0.86,2024-12-29 15:18:00,711,345,859,499,785,422,4.82,-23.95,-1.55,0.9
